cdm_name,omop_table,in_observation,variable_name,variable_level,time_interval,count,percentage,median,interval,name_observation_period,study_period_end,study_period_start,type
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,overall,NA,100,NA,years,First to extract,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2012-01-01 to 2012-12-31,375330,41.37,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2012-01-01 to 2012-12-31,375330,24.15,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2012-01-01 to 2012-12-31,NA,NA,48,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2012-01-01 to 2012-12-31,120274332,9.45,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2013-01-01 to 2013-12-31,374487,41.27,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2013-01-01 to 2013-12-31,374487,24.09,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2013-01-01 to 2013-12-31,NA,NA,48,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2013-01-01 to 2013-12-31,120000076,9.43,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2014-01-01 to 2014-12-31,373098,41.12,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2014-01-01 to 2014-12-31,373098,24,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2014-01-01 to 2014-12-31,NA,NA,49,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2014-01-01 to 2014-12-31,119085416,9.36,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2015-01-01 to 2015-12-31,369487,40.72,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2015-01-01 to 2015-12-31,369487,23.77,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2015-01-01 to 2015-12-31,NA,NA,49,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2015-01-01 to 2015-12-31,117262541,9.21,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2016-01-01 to 2016-12-31,364168,40.14,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2016-01-01 to 2016-12-31,364168,23.43,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2016-01-01 to 2016-12-31,NA,NA,50,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2016-01-01 to 2016-12-31,114513751,9,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2017-01-01 to 2017-12-31,351782,38.77,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2017-01-01 to 2017-12-31,351782,22.63,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2017-01-01 to 2017-12-31,NA,NA,50,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2017-01-01 to 2017-12-31,109766145,8.62,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2018-01-01 to 2018-12-31,336903,37.13,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2018-01-01 to 2018-12-31,336903,21.67,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2018-01-01 to 2018-12-31,NA,NA,51,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2018-01-01 to 2018-12-31,104200897,8.19,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2019-01-01 to 2019-12-31,318987,35.16,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2019-01-01 to 2019-12-31,318987,20.52,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2019-01-01 to 2019-12-31,NA,NA,52,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2019-01-01 to 2019-12-31,97473322,7.66,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2020-01-01 to 2020-12-31,288752,31.83,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2020-01-01 to 2020-12-31,288752,18.58,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2020-01-01 to 2020-12-31,NA,NA,53,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2020-01-01 to 2020-12-31,90398204,7.1,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2021-01-01 to 2021-12-31,274021,30.2,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2021-01-01 to 2021-12-31,274021,17.63,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2021-01-01 to 2021-12-31,NA,NA,54,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2021-01-01 to 2021-12-31,83314986,6.55,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2022-01-01 to 2022-12-31,253294,27.92,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2022-01-01 to 2022-12-31,253294,16.29,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2022-01-01 to 2022-12-31,NA,NA,54,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2022-01-01 to 2022-12-31,74280253,5.84,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2023-01-01 to 2023-12-31,227199,25.04,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2023-01-01 to 2023-12-31,227199,14.62,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2023-01-01 to 2023-12-31,NA,NA,55,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2023-01-01 to 2023-12-31,62194642,4.89,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2024-01-01 to 2024-12-31,185205,20.41,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2024-01-01 to 2024-12-31,185205,11.91,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2024-01-01 to 2024-12-31,NA,NA,54,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2024-01-01 to 2024-12-31,41764996,3.28,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2025-01-01 to 2025-12-31,123799,13.64,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2025-01-01 to 2025-12-31,123799,7.96,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2025-01-01 to 2025-12-31,NA,NA,51,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2025-01-01 to 2025-12-31,18381965,1.44,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,overall,907304,100,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,overall,907304,58.37,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,overall,NA,NA,40,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,overall,1272911526,100,NA,years,First to last,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2012-01-01 to 2012-12-31,314713,10.45,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2012-01-01 to 2012-12-31,207087,13.32,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2012-01-01 to 2012-12-31,NA,NA,59,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2012-01-01 to 2012-12-31,35406069,8.25,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2013-01-01 to 2013-12-31,311336,10.33,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2013-01-01 to 2013-12-31,207347,13.34,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2013-01-01 to 2013-12-31,NA,NA,60,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2013-01-01 to 2013-12-31,36869221,8.59,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2014-01-01 to 2014-12-31,316965,10.52,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2014-01-01 to 2014-12-31,210805,13.56,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2014-01-01 to 2014-12-31,NA,NA,60,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2014-01-01 to 2014-12-31,37811402,8.81,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2015-01-01 to 2015-12-31,325534,10.8,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2015-01-01 to 2015-12-31,212985,13.7,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2015-01-01 to 2015-12-31,NA,NA,60,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2015-01-01 to 2015-12-31,38114341,8.88,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2016-01-01 to 2016-12-31,338694,11.24,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2016-01-01 to 2016-12-31,216549,13.93,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2016-01-01 to 2016-12-31,NA,NA,60,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2016-01-01 to 2016-12-31,37966810,8.84,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2017-01-01 to 2017-12-31,333771,11.08,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2017-01-01 to 2017-12-31,212007,13.64,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2017-01-01 to 2017-12-31,NA,NA,60,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2017-01-01 to 2017-12-31,37281397,8.68,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2018-01-01 to 2018-12-31,328774,10.91,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2018-01-01 to 2018-12-31,207593,13.35,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2018-01-01 to 2018-12-31,NA,NA,60,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2018-01-01 to 2018-12-31,36246538,8.44,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2019-01-01 to 2019-12-31,322511,10.7,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2019-01-01 to 2019-12-31,202446,13.02,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2019-01-01 to 2019-12-31,NA,NA,61,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2019-01-01 to 2019-12-31,34410212,8.02,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2020-01-01 to 2020-12-31,281493,9.34,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2020-01-01 to 2020-12-31,175415,11.28,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2020-01-01 to 2020-12-31,NA,NA,61,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2020-01-01 to 2020-12-31,32072450,7.47,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2021-01-01 to 2021-12-31,301465,10.01,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2021-01-01 to 2021-12-31,175817,11.31,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2021-01-01 to 2021-12-31,NA,NA,62,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2021-01-01 to 2021-12-31,29749656,6.93,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2022-01-01 to 2022-12-31,298245,9.9,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2022-01-01 to 2022-12-31,172149,11.07,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2022-01-01 to 2022-12-31,NA,NA,62,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2022-01-01 to 2022-12-31,26742545,6.23,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2023-01-01 to 2023-12-31,297054,9.86,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2023-01-01 to 2023-12-31,167294,10.76,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2023-01-01 to 2023-12-31,NA,NA,63,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2023-01-01 to 2023-12-31,22795912,5.31,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2024-01-01 to 2024-12-31,192660,6.39,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2024-01-01 to 2024-12-31,147994,9.52,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2024-01-01 to 2024-12-31,NA,NA,58,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2024-01-01 to 2024-12-31,16764284,3.9,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2025-01-01 to 2025-12-31,164296,5.45,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2025-01-01 to 2025-12-31,123799,7.96,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2025-01-01 to 2025-12-31,NA,NA,55,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2025-01-01 to 2025-12-31,7091585,1.65,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,overall,3012963,100,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,overall,907304,58.37,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,overall,NA,NA,60,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,overall,429322422,100,NA,years,Ongoing,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2012-01-01 to 2012-12-31,207087,16.96,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2012-01-01 to 2012-12-31,207087,13.32,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2012-01-01 to 2012-12-31,NA,NA,54,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2012-01-01 to 2012-12-31,44867682,8.26,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2013-01-01 to 2013-12-31,207347,16.98,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2013-01-01 to 2013-12-31,207347,13.34,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2013-01-01 to 2013-12-31,NA,NA,55,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2013-01-01 to 2013-12-31,46049661,8.48,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2014-01-01 to 2014-12-31,210805,17.26,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2014-01-01 to 2014-12-31,210805,13.56,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2014-01-01 to 2014-12-31,NA,NA,55,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2014-01-01 to 2014-12-31,46900715,8.63,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2015-01-01 to 2015-12-31,212985,17.44,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2015-01-01 to 2015-12-31,212985,13.7,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2015-01-01 to 2015-12-31,NA,NA,55,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2015-01-01 to 2015-12-31,47303907,8.71,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2016-01-01 to 2016-12-31,216549,17.73,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2016-01-01 to 2016-12-31,216549,13.93,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2016-01-01 to 2016-12-31,NA,NA,55,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2016-01-01 to 2016-12-31,47436702,8.73,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2017-01-01 to 2017-12-31,212007,17.36,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2017-01-01 to 2017-12-31,212007,13.64,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2017-01-01 to 2017-12-31,NA,NA,55,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2017-01-01 to 2017-12-31,46350080,8.53,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2018-01-01 to 2018-12-31,207593,17,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2018-01-01 to 2018-12-31,207593,13.35,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2018-01-01 to 2018-12-31,NA,NA,55,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2018-01-01 to 2018-12-31,45177772,8.32,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2019-01-01 to 2019-12-31,202446,16.58,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2019-01-01 to 2019-12-31,202446,13.02,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2019-01-01 to 2019-12-31,NA,NA,56,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2019-01-01 to 2019-12-31,43280700,7.97,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2020-01-01 to 2020-12-31,175415,14.36,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2020-01-01 to 2020-12-31,175415,11.28,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2020-01-01 to 2020-12-31,NA,NA,57,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2020-01-01 to 2020-12-31,39968869,7.36,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2021-01-01 to 2021-12-31,175817,14.4,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2021-01-01 to 2021-12-31,175817,11.31,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2021-01-01 to 2021-12-31,NA,NA,57,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2021-01-01 to 2021-12-31,38072114,7.01,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2022-01-01 to 2022-12-31,172149,14.09,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2022-01-01 to 2022-12-31,172149,11.07,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2022-01-01 to 2022-12-31,NA,NA,57,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2022-01-01 to 2022-12-31,35599854,6.55,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2023-01-01 to 2023-12-31,167294,13.7,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2023-01-01 to 2023-12-31,167294,10.76,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2023-01-01 to 2023-12-31,NA,NA,57,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2023-01-01 to 2023-12-31,31758873,5.85,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2024-01-01 to 2024-12-31,147994,12.12,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2024-01-01 to 2024-12-31,147994,9.52,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Age,NA,2024-01-01 to 2024-12-31,NA,NA,55,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Person-days,NA,2024-01-01 to 2024-12-31,20405006,3.76,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of records,NA,2025-01-01 to 2025-12-31,123799,10.14,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
Leeds Teaching Hospitals,observation_period,overall,Number of subjects,NA,2025-01-01 to 2025-12-31,123799,7.96,NA,years,Collapse 365,29/12/2025,01/01/2012,episode
